,experiment,mode,epoch,acc,loss,baseline,sender_entropy,receiver_entropy,n_unseen_shapes,game_size,vocab_size,hidden_size,n_epochs,embedding_size,batch_size,id
24,graph,train,13,0.961181640625,-0.928589749336243,-0.818087023496628,1.0659340262413,0.000973396236076951,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
25,graph,test,13,0.982275390625,-0.932505202293396,-0.818087023496628,1.01787151098251,0.000895302921708208,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
26,graph,train,14,0.9640869140625,-0.936935669183731,-0.828515648841858,0.986351275444031,0.000922557554440573,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
27,graph,test,14,0.9845458984375,-0.941842764616013,-0.828515648841858,0.964149326086044,0.000586481704158359,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
28,graph,train,15,0.962255859375,-0.939676451683045,-0.837431645393372,0.951142466068268,0.000848928178311326,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
29,graph,test,15,0.9802734375,-0.940931385755539,-0.837431645393372,0.956694686412811,0.000562723771573026,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
30,graph,train,16,0.9674072265625,-0.945540851354599,-0.845555198192596,0.93680260181427,0.000908729239017703,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
31,graph,test,16,0.9904052734375,-0.951479637622833,-0.845555198192596,0.914922198653221,0.000427384597435321,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
32,graph,train,17,0.9740478515625,-0.953232073783875,-0.853113597631454,0.885165119171143,0.000668725979630835,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
33,graph,test,17,0.99140625,-0.957738119363785,-0.853113597631454,0.864945042133331,0.000446806894649399,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
34,graph,train,18,0.9767578125,-0.961124366521835,-0.859982734918594,0.836859798431397,0.000668579453486018,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
35,graph,test,18,0.993896484375,-0.962484067678452,-0.859982734918594,0.818060728907585,0.000301092454446916,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
36,graph,train,19,0.980419921875,-0.965526521205902,-0.866321557760239,0.789337530732155,0.000588859475101344,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
37,graph,test,19,0.994091796875,-0.966216379404068,-0.866321557760239,0.774632441997528,0.000301044459502009,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
38,graph,train,20,0.9817138671875,-0.964180779457092,-0.87209107875824,0.753788334131241,0.000549274028162472,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
39,graph,test,20,0.9932373046875,-0.96724579334259,-0.87209107875824,0.741905918717384,0.000292407173674292,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
40,graph,train,21,0.9823486328125,-0.971393793821335,-0.877341437339783,0.71917410492897,0.000596411206061021,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
41,graph,test,21,0.992138671875,-0.969257354736328,-0.877341437339783,0.717521339654923,0.000252379096491495,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
42,graph,train,22,0.980810546875,-0.970927459001541,-0.882044541835785,0.698231309652329,0.000701656068849843,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
43,graph,test,22,0.9865234375,-0.968417918682098,-0.882044541835785,0.691200411319733,0.000414758848665997,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
44,graph,train,23,0.9795654296875,-0.973852920532227,-0.886284524202347,0.681887593865395,0.000412551476620138,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
45,graph,test,23,0.9927001953125,-0.973384910821915,-0.886284524202347,0.696192729473114,0.000272389303958676,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
46,graph,train,24,0.9839111328125,-0.977828365564346,-0.890352243185043,0.691909810900688,0.000456139214657014,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
47,graph,test,24,0.99296875,-0.971846985816956,-0.890352243185043,0.690350919961929,0.000280487202689983,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
48,graph,train,25,0.981298828125,-0.982538598775864,-0.893990087509155,0.666985306143761,0.000396428645763081,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
49,graph,test,25,0.9901611328125,-0.972609257698059,-0.893990087509155,0.670482224225998,0.000101651607883468,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
50,graph,train,26,0.9803955078125,-0.980021852254868,-0.897313386201859,0.663595443964005,0.000393222422098916,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
51,graph,test,26,0.9883544921875,-0.972337025403977,-0.897313386201859,0.662979099154472,0.000285203715753823,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
52,graph,train,27,0.97822265625,-0.982588624954224,-0.90031002163887,0.646939048171043,0.000428379750519525,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
53,graph,test,27,0.9912841796875,-0.976424616575241,-0.90031002163887,0.633113321661949,0.000332075780897867,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
54,graph,train,28,0.979443359375,-0.983691549301147,-0.90313618183136,0.623660495877266,0.000388528693292756,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
55,graph,test,28,0.987744140625,-0.973798817396164,-0.90313618183136,0.626730650663376,0.0003304813008981,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
56,graph,train,29,0.9797119140625,-0.98871141076088,-0.905776685476303,0.606852576136589,0.000396813155384734,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
57,graph,test,29,0.9914306640625,-0.979272747039795,-0.905776685476303,0.600898349285126,0.000294771090739232,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
58,graph,train,30,0.983837890625,-0.990977704524994,-0.908378773927689,0.576526311039925,0.000355084070906742,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
59,graph,test,30,0.9939453125,-0.981803888082504,-0.908378773927689,0.572841036319733,0.000317516809164431,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
60,graph,train,31,0.981494140625,-0.990802705287933,-0.910737329721451,0.560168808698654,0.000414456854923628,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
61,graph,test,31,0.98681640625,-0.97780105471611,-0.910737329721451,0.561646327376366,0.000310110022734023,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
62,graph,train,32,0.977783203125,-0.993542313575745,-0.912832534313202,0.54138996899128,0.000502709925603995,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
63,graph,test,32,0.98828125,-0.979714947938919,-0.912832534313202,0.537085956335068,0.000223882906600892,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
64,graph,train,33,0.9778564453125,-0.986210572719574,-0.914802956581116,0.533190014958382,0.000444736252393341,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
65,graph,test,33,0.9800048828125,-0.973054397106171,-0.914802956581116,0.543791750073433,0.000328112072747899,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
66,graph,train,34,0.9773681640625,-0.987173801660538,-0.916643136739731,0.539341187477112,0.000355321890674531,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
67,graph,test,34,0.99140625,-0.981902021169663,-0.916643136739731,0.548804292082787,0.000186998845327935,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
68,graph,train,35,0.9851318359375,-0.990468353033066,-0.918599969148636,0.544186562299728,0.000214198980393121,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
69,graph,test,35,0.994775390625,-0.984513485431671,-0.918599969148636,0.545573309063911,0.000133051801100237,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
70,graph,train,36,0.988623046875,-0.98993890285492,-0.920545095205307,0.547094437479973,0.000276687735458836,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
71,graph,test,36,0.995751953125,-0.985549002885819,-0.920545095205307,0.55188801586628,0.000139567018540721,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
72,graph,train,37,0.9892578125,-0.989465606212616,-0.922402149438858,0.550467622280121,0.000212101741885817,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
73,graph,test,37,0.993798828125,-0.98420404791832,-0.922402149438858,0.557450583577156,0.000135333422190611,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
74,graph,train,38,0.98798828125,-0.99304878115654,-0.924128061532974,0.553919866681099,0.000297332277114037,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
75,graph,test,38,0.9952880859375,-0.985273933410645,-0.924128061532974,0.562792059779167,9.84067595481974E-05,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
76,graph,train,39,0.983251953125,-0.989811170101166,-0.925644016265869,0.555390381813049,0.000222432273836048,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
77,graph,test,39,0.988525390625,-0.98012735247612,-0.925644016265869,0.564333713054657,0.000201873349220971,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
78,graph,train,40,0.986572265625,-0.99144082069397,-0.92716726064682,0.558266794681549,0.000190721963190299,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
79,graph,test,40,0.9957763671875,-0.985347819328308,-0.92716726064682,0.565313538908958,0.000133436686264088,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
80,graph,train,41,0.990576171875,-0.991115409135819,-0.928713792562485,0.558847516775131,0.000194486463653121,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
81,graph,test,41,0.995556640625,-0.985295879840851,-0.928713792562485,0.564740890264511,9.28436079433936E-05,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
82,graph,train,42,0.9895263671875,-0.989174276590347,-0.930161720514298,0.559946328401566,0.000223135100713989,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
83,graph,test,42,0.9902099609375,-0.981049984693527,-0.930161720514298,0.569652128219605,0.000119050558028588,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
84,graph,train,43,0.98583984375,-0.989316976070404,-0.931456589698792,0.568344846367836,0.000246262554742316,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
85,graph,test,43,0.9919921875,-0.982861471176147,-0.931456589698792,0.572454717755318,9.9726281236201E-05,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
86,graph,train,44,0.985595703125,-0.990052491426468,-0.93268695473671,0.574478769302368,0.000221991063153837,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
87,graph,test,44,0.99296875,-0.984647762775421,-0.93268695473671,0.575345215201378,0.00017916397175668,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
88,graph,train,45,0.9876708984375,-0.99094677567482,-0.93390885591507,0.576059690117836,0.000178006659189123,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
89,graph,test,45,0.9951416015625,-0.986144495010376,-0.93390885591507,0.57860956788063,8.54355347656954E-05,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
90,graph,train,46,0.98701171875,-0.990078634023666,-0.935063308477402,0.577770924568176,0.00021485814572344,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
91,graph,test,46,0.9937744140625,-0.985148763656616,-0.935063308477402,0.581144213676453,0.00020287917304814,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
92,graph,train,47,0.9852294921875,-0.991835504770279,-0.936130720376968,0.573754262924194,0.000208703976977631,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
93,graph,test,47,0.9926513671875,-0.984825599193573,-0.936130720376968,0.575969564914703,0.00012317968267439,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
94,graph,train,48,0.9873779296875,-0.993413078784943,-0.937198340892792,0.57729104757309,0.000165956419186841,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
95,graph,test,48,0.9941650390625,-0.985634499788284,-0.937198340892792,0.585840716958046,8.27222514715231E-05,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
96,graph,train,49,0.9898193359375,-0.989470618963242,-0.938272297382355,0.586411848664284,0.000147647455310107,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
97,graph,test,49,0.9942626953125,-0.985063284635544,-0.938272297382355,0.589596757292748,0.000209302300983438,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
98,graph,train,50,0.9895263671875,-0.99493510723114,-0.939297354221344,0.589774283766747,9.43621297191832E-05,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
99,graph,test,50,0.9946533203125,-0.985852909088135,-0.939297354221344,0.589541152119637,0.000142122345232569,0,2,60,20,50,50,64,65a137c2-2fc3-496d-81a7-2435839d5700
0,image,train,0,0.5,,,,,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
0,image,test,0,0.5,,,,,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
0,image,train,1,0.501416015625,-0.498350396752358,-0.501416033506393,4.07669682502747,0.454609572887421,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
1,image,test,1,0.4979248046875,-0.554481863975525,-0.501416033506393,4.05671358108521,0.485538452863693,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
2,image,train,2,0.4991943359375,-0.549076014757156,-0.500305163860321,4.04575479030609,0.340651887655258,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
3,image,test,2,0.498779296875,-0.553368848562241,-0.500305163860321,4.04489991664886,0.418777379393578,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
4,image,train,3,0.5221435546875,-0.530895984172821,-0.507584688067436,3.96325364112854,0.284692832827568,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
5,image,test,3,0.5419921875,-0.546143728494644,-0.507584688067436,3.85614466667175,0.366149264574051,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
6,image,train,4,0.617138671875,-0.518554458022118,-0.534973216056824,3.52120048999786,0.214603777229786,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
7,image,test,4,0.62529296875,-0.665144658088684,-0.534973216056824,3.19079937934876,0.282922005653381,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
8,image,train,5,0.7464111328125,-0.563654446601868,-0.577260822057724,2.76816644668579,0.15154779329896,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
9,image,test,5,0.6457275390625,-0.946048501133919,-0.577260822057724,2.64174678325653,0.220498029887676,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
10,image,train,6,0.8376953125,-0.601373770833016,-0.620666575431824,2.2936882019043,0.106499326974154,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
11,image,test,6,0.6617431640625,-1.07845423221588,-0.620666575431824,2.35433008670807,0.162144318223,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
12,image,train,7,0.8912353515625,-0.597617369890213,-0.659319204092026,2.1299875497818,0.0796835482120514,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
13,image,test,7,0.6843994140625,-1.08720777630806,-0.659319204092026,2.16458446979523,0.13285708874464,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
14,image,train,8,0.9194091796875,-0.600830370187759,-0.691830545663834,2.05959439277649,0.0653292275965214,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
15,image,test,8,0.7108642578125,-1.11206834316254,-0.691830545663834,2.22852163314819,0.112606938928366,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
16,image,train,9,0.9338623046875,-0.627024418115616,-0.718722838163376,2.03168544769287,0.0549971163272858,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
17,image,test,9,0.727392578125,-1.08046799898148,-0.718722838163376,2.05246170759201,0.104473820328712,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
18,image,train,10,0.94521484375,-0.652553260326386,-0.741372007131577,1.99768331050873,0.0477121412754059,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
19,image,test,10,0.738525390625,-1.10283343195915,-0.741372007131577,2.03836833238602,0.0945645786821842,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
20,image,train,11,0.9545654296875,-0.667226606607437,-0.760753238201141,1.97297486066818,0.042594170384109,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
21,image,test,11,0.75400390625,-1.14341649413109,-0.760753238201141,2.09456564188004,0.0897253103554249,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
22,image,train,12,0.9596923828125,-0.687934583425522,-0.777331477403641,1.96183606386185,0.0387023594230413,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
23,image,test,12,0.7601806640625,-1.14715201258659,-0.777331477403641,2.06352742910385,0.0797648649662733,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
24,image,train,13,0.960595703125,-0.712854808568954,-0.791428703069687,1.95023478269577,0.0351378167048097,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
25,image,test,13,0.76533203125,-1.16087256073952,-0.791428703069687,2.01392424106598,0.0756931643933058,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
26,image,train,14,0.96474609375,-0.729631888866425,-0.803808569908142,1.94472752809525,0.0323731474578381,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
27,image,test,14,0.76328125,-1.17517564892769,-0.803808569908142,1.99788147211075,0.0729163520038128,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
28,image,train,15,0.968017578125,-0.740785425901413,-0.814755785465241,1.93694636821747,0.0297816807404161,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
29,image,test,15,0.7732421875,-1.1991862475872,-0.814755785465241,2.0266018986702,0.0675889328122139,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
30,image,train,16,0.9697265625,-0.756559652090073,-0.824441492557526,1.92903273105621,0.0277514040470123,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
31,image,test,16,0.7746826171875,-1.21359528899193,-0.824441492557526,2.01203036308289,0.0642305329442024,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
32,image,train,17,0.971923828125,-0.769865930080414,-0.833116859197617,1.92886624336243,0.0262102225795388,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
33,image,test,17,0.77890625,-1.19765235185623,-0.833116859197617,1.9780047416687,0.0633299585431814,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
34,image,train,18,0.9728759765625,-0.782068967819214,-0.840881329774857,1.92152045965195,0.024833944812417,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
35,image,test,18,0.788134765625,-1.18483993411064,-0.840881329774857,1.97676749229431,0.0600887209177017,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
36,image,train,19,0.974462890625,-0.79019712805748,-0.847911870479584,1.91962563991547,0.022526247240603,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
37,image,test,19,0.7804931640625,-1.18704941272736,-0.847911870479584,1.91436269283295,0.0562541771680117,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
38,image,train,20,0.976416015625,-0.796055734157562,-0.854337131977081,1.92020735740662,0.0219445066526532,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
39,image,test,20,0.789599609375,-1.23945636749268,-0.854337131977081,2.01468086242676,0.055459389090538,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
40,image,train,21,0.9766845703125,-0.811505281925201,-0.860163170099259,1.92326313257217,0.0212343364953995,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
41,image,test,21,0.789990234375,-1.21321373581886,-0.860163170099259,1.95808042287827,0.0553575959056616,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
42,image,train,22,0.9762451171875,-0.822981321811676,-0.865439653396606,1.92227849960327,0.0197432715445757,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
43,image,test,22,0.7945068359375,-1.24432201385498,-0.865439653396606,2.00709266662598,0.0542263075709343,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
44,image,train,23,0.978466796875,-0.822728574275971,-0.870353877544403,1.92653928995132,0.0191057928837836,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
45,image,test,23,0.7919189453125,-1.24096349477768,-0.870353877544403,1.97561913728714,0.053350293636322,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
46,image,train,24,0.977392578125,-0.832402724027634,-0.874813807010651,1.92362406253815,0.0180729801766574,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
47,image,test,24,0.7941650390625,-1.24206265807152,-0.874813807010651,1.99711313247681,0.0519187685102224,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
48,image,train,25,0.9775146484375,-0.837872576713562,-0.878921848535538,1.92958332300186,0.0179832299239934,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
49,image,test,25,0.798046875,-1.21318146586418,-0.878921848535538,1.95547170639038,0.0487471539527178,0,2,60,20,50,50,64,c2f501a6-b690-48bb-8ecc-328ecf213b16
